UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8910,L08910,L,301.3,309.4,2062,49.8,166,0,0,0,0,0,0
8911,H08911,L,301.1,310.6,1629,28.7,130,0,0,0,0,0,0
8912,H08912,L,299.8,310.1,2769,23.5,239,0,0,0,0,0,0
8913,L08913,L,297.6,308.9,1904,34.5,56,0,0,0,0,0,0
8914,M08914,H,302.2,310.6,2612,45.9,58,0,0,0,0,0,0
8915,L08915,L,303.4,309.2,1876,35.7,111,0,0,0,0,0,0
8916,L08916,L,297.2,310.0,2347,48.2,206,0,0,0,0,0,0
8917,H08917,L,301.5,309.6,1495,46.3,246,0,0,0,0,0,0
8918,H08918,H,298.4,310.8,2104,43.2,234,0,0,0,0,0,0
8919,L08919,M,300.9,309.5,1254,33.8,117,0,0,0,0,0,0
8920,M08920,M,297.2,306.9,2742,44.3,17,0,0,0,0,0,0
8921,L08921,L,301.6,308.9,1937,15.9,148,0,0,0,0,0,0
8922,L08922,M,300.9,310.1,2854,38.9,55,0,0,0,0,0,0
8923,M08923,L,301.7,309.3,2760,51.7,179,0,0,0,0,0,0
8924,L08924,M,301.3,311.2,2628,33.7,125,0,0,0,0,0,0
8925,L08925,H,300.4,309.0,2467,43.3,135,0,0,0,0,0,0
8926,H08926,L,301.6,310.6,1944,21.8,24,0,0,0,0,0,0
8927,M08927,L,299.1,310.8,1542,47.4,159,0,0,0,0,0,0
8928,H08928,L,301.2,310.2,1345,36.9,119,0,0,0,0,0,0
8929,H08929,L,298.9,310.4,1571,36.8,69,0,0,0,0,0,0
8930,M08930,L,301.3,309.9,2650,36.6,241,0,0,0,0,0,0
8931,M08931,H,299.6,310.3,2030,42.9,39,0,0,0,0,0,0
8932,L08932,L,301.0,309.5,1367,35.6,83,0,0,0,0,0,0
8933,H08933,M,299.4,310.2,1302,41.2,240,0,0,0,0,0,0
8934,M08934,M,299.5,309.7,1186,27.6,156,0,0,0,0,0,0
8935,H08935,H,299.6,309.7,1839,35.8,196,0,0,0,0,0,0
8936,H08936,L,297.3,309.3,2521,42.9,162,0,0,0,0,0,0
8937,M08937,L,301.7,309.8,1861,38.3,82,0,0,0,0,0,0
8938,L08938,L,300.1,311.5,2343,43.5,102,0,0,0,0,0,0
8939,H08939,L,297.4,309.8,1459,46.1,203,0,0,0,0,0,0
8940,M08940,M,298.9,310.9,2810,46.1,160,0,0,0,0,0,0
8941,L08941,L,298.8,310.5,2848,46.8,98,0,0,0,0,0,0
8942,H08942,L,300.8,310.2,2527,19.7,105,0,0,0,0,0,0
8943,M08943,L,299.6,310.3,1399,28.3,101,0,0,0,0,0,0
8944,H08944,M,301.8,310.0,2552,58.1,239,0,0,0,0,0,0
8945,M08945,L,297.6,309.4,2091,49.7,173,0,0,0,0,0,0
8946,M08946,L,300.9,311.7,1889,36.1,199,0,0,0,1,0,0
8947,H08947,L,300.7,311.1,2318,45.9,229,0,0,0,0,0,0
8948,H08948,L,299.2,310.0,1774,34.0,158,1,0,0,0,0,0
8949,M08949,M,300.5,310.1,2662,46.5,202,0,0,0,0,0,0
8950,L08950,L,299.9,310.6,1241,30.4,67,0,0,0,0,0,0
8951,H08951,M,302.4,308.9,2354,43.9,167,0,0,0,0,0,0
8952,M08952,L,300.2,309.2,2301,38.1,249,0,0,0,0,0,0
8953,M08953,L,302.3,308.1,2451,47.4,196,0,0,0,0,0,0
8954,L08954,L,301.7,309.8,2615,63.4,41,0,0,0,0,0,0
8955,L08955,L,297.5,311.2,2854,40.8,213,0,0,0,0,0,0
8956,L08956,M,299.8,309.7,2432,21.1,171,0,0,0,0,0,0
8957,H08957,L,301.7,312.2,2521,42.0,16,0,0,0,0,0,0
8958,M08958,M,300.5,309.6,1724,39.1,147,0,0,0,0,0,0
8959,M08959,L,300.2,310.2,1633,16.2,234,0,0,0,0,0,0
8960,M08960,H,300.3,309.7,1983,32.3,115,0,0,0,0,0,0
8961,L08961,M,301.2,307.8,1451,47.3,123,0,0,0,0,0,0
8962,M08962,M,299.2,309.7,2385,50.3,203,0,0,0,0,0,0
8963,H08963,L,299.4,309.2,1637,50.5,180,0,0,0,0,0,0
8964,L08964,H,301.7,310.2,1633,56.3,43,0,0,0,0,0,0
8965,L08965,H,300.4,311.3,1797,37.1,144,0,0,0,0,0,0
8966,L08966,L,299.6,309.6,1700,30.2,243,0,0,0,0,0,0
8967,L08967,L,300.1,310.4,1612,24.4,26,0,0,0,0,0,0
8968,H08968,L,301.0,309.8,2523,40.0,150,0,0,0,0,0,0
8969,M08969,L,300.0,310.9,1452,34.0,245,0,0,0,0,0,0
8970,H08970,L,300.3,312.3,1567,31.4,57,0,0,0,0,0,0
8971,M08971,L,296.6,311.5,1217,23.5,196,0,0,0,0,0,0
8972,H08972,H,300.5,309.4,1206,36.2,240,0,0,0,0,0,0
8973,L08973,L,299.7,311.4,2643,31.7,183,0,0,0,1,0,0
8974,L08974,M,301.8,310.3,2326,32.8,91,0,0,0,0,0,0
8975,H08975,L,299.9,311.2,1350,57.5,100,0,0,0,0,0,0
8976,H08976,M,303.0,309.0,1748,39.7,93,0,0,0,0,0,0
8977,M08977,L,301.2,309.9,1979,38.4,172,0,0,0,0,0,0
8978,H08978,M,298.5,310.2,2212,48.1,156,0,0,0,0,0,0
8979,H08979,L,297.5,309.9,2685,35.1,141,0,0,0,0,0,0
8980,M08980,L,299.8,310.3,2421,44.8,135,0,0,0,0,0,0
8981,M08981,M,300.1,309.9,2287,46.8,45,0,0,0,1,0,0
8982,M08982,L,296.6,309.6,2551,30.2,154,0,0,0,0,0,0
8983,H08983,L,299.9,309.5,1284,37.5,69,0,0,0,0,0,0
8984,M08984,L,299.3,309.2,2012,25.3,134,0,0,0,0,0,0
8985,L08985,M,300.4,310.3,1923,28.9,25,0,0,0,0,0,0
8986,L08986,L,304.0,309.9,2099,32.6,169,0,0,0,0,0,0
8987,L08987,M,296.7,309.5,2296,43.5,29,0,0,0,0,0,0
8988,H08988,L,301.9,308.5,1744,29.2,208,0,0,0,0,0,0
8989,L08989,L,301.0,310.5,1362,41.3,5,0,0,0,0,0,0
8990,H08990,M,299.0,310.7,1936,37.1,66,0,0,0,0,0,0
8991,H08991,L,300.0,309.1,1651,37.0,82,1,0,0,0,0,0
8992,L08992,M,301.8,310.1,2348,47.5,210,0,0,0,0,0,0
8993,M08993,L,300.2,309.5,2448,57.0,181,0,0,0,0,0,0
8994,H08994,L,296.1,310.7,2409,23.7,215,0,0,0,0,0,0
8995,L08995,L,300.7,309.5,2719,45.4,219,0,0,0,0,0,0
8996,H08996,L,301.4,309.5,1320,59.9,34,0,0,0,0,0,0
8997,M08997,M,299.2,310.1,2826,49.7,34,0,0,0,0,0,0
8998,M08998,M,301.7,309.6,1569,46.0,4,0,0,0,0,0,0
8999,L08999,L,301.9,309.5,2710,21.9,101,0,0,1,0,0,0
9000,H09000,L,302.6,309.4,2270,52.4,5,0,0,0,0,0,0
9001,H09001,L,302.0,309.6,1973,56.6,246,0,0,0,0,0,0
9002,H09002,M,305.1,309.6,1170,46.6,92,0,0,0,0,0,0
9003,H09003,M,302.3,310.0,1439,49.3,22,0,0,0,0,0,0
9004,L09004,L,300.3,309.8,1771,50.5,236,0,0,0,0,0,0
9005,M09005,L,301.6,310.5,2255,46.8,58,0,0,0,0,0,0
9006,L09006,L,300.3,308.8,1256,48.1,178,0,0,0,0,0,0
9007,H09007,H,299.5,312.1,1838,23.8,189,0,0,0,0,0,0
9008,H09008,M,297.9,310.0,2094,64.9,100,0,0,0,0,0,0
9009,M09009,L,299.8,311.0,1435,49.7,31,0,0,0,0,0,0
9010,H09010,L,301.8,310.5,1770,49.2,0,0,0,0,0,0,0
9011,L09011,L,298.4,310.1,2723,43.6,176,0,0,0,0,0,0
9012,L09012,L,300.8,310.5,1932,20.6,225,0,0,0,0,0,0
9013,M09013,M,299.3,310.3,2504,16.9,235,0,0,0,0,0,0
9014,L09014,L,300.1,309.8,1877,45.0,27,0,0,0,0,0,0
9015,L09015,M,300.0,312.4,1977,39.6,113,0,0,0,0,0,0
9016,L09016,L,300.5,311.1,1281,47.6,198,0,0,0,0,0,0
9017,L09017,L,304.6,308.4,1488,37.0,164,0,0,0,0,0,0
9018,H09018,M,299.1,311.1,1370,36.4,28,0,0,0,0,0,0
9019,L09019,L,300.0,310.1,1931,37.4,146,0,0,0,0,0,0
9020,M09020,H,299.7,311.6,1998,35.5,111,0,0,0,0,0,0
9021,M09021,L,297.1,309.7,1226,29.4,246,0,0,0,0,0,0
9022,L09022,L,301.8,307.7,1754,27.5,107,0,0,0,0,0,0
9023,M09023,M,298.5,309.6,2824,44.9,18,0,0,0,0,0,0
9024,L09024,L,302.9,308.4,1741,46.2,178,0,0,0,0,0,0
9025,M09025,L,298.6,309.3,1199,10.5,211,0,0,0,0,0,0
9026,M09026,H,300.9,309.4,1897,37.9,116,0,0,0,0,0,0
9027,L09027,L,303.6,310.4,2516,37.7,14,0,0,0,0,0,0
9028,L09028,L,301.0,310.3,1481,44.6,151,0,0,0,0,0,0
9029,H09029,M,298.9,310.6,2467,44.9,104,0,0,0,0,0,0
9030,L09030,L,298.3,310.6,2325,46.9,188,0,0,0,0,0,0
9031,L09031,L,295.7,311.9,2268,36.6,52,0,0,0,0,0,0
9032,H09032,L,299.4,310.0,1827,32.9,199,0,0,0,0,0,0
9033,L09033,L,297.3,310.5,2145,22.8,114,0,0,0,0,0,0
9034,L09034,H,300.1,310.9,2554,38.9,186,0,0,0,0,0,0
9035,H09035,L,299.3,309.4,2107,24.3,6,0,0,0,0,0,0
9036,L09036,L,300.3,308.7,2613,32.9,210,0,0,1,0,0,0
9037,L09037,L,297.8,310.4,1470,26.1,91,0,0,0,0,0,0
9038,H09038,L,299.1,309.6,2263,53.6,75,0,0,0,0,0,0
9039,H09039,M,301.1,310.8,1678,27.2,89,1,0,0,0,0,0
9040,M09040,L,300.7,310.7,2017,31.4,98,0,0,0,0,0,0
9041,L09041,M,296.4,311.0,1890,45.5,67,0,0,0,0,0,0
9042,M09042,L,301.6,309.2,2456,51.4,33,0,0,0,0,0,0
9043,M09043,M,297.9,309.4,2518,32.7,6,0,0,0,0,0,0
9044,H09044,L,297.0,310.1,2406,55.2,181,0,0,0,0,0,0
9045,L09045,L,299.6,309.8,2525,37.1,218,0,0,0,0,0,0
9046,L09046,M,304.9,310.5,1865,51.6,194,0,0,0,0,0,0
9047,H09047,L,299.4,311.4,1582,40.4,96,0,0,0,0,0,0
9048,M09048,L,300.2,309.9,2487,26.8,139,0,0,0,0,0,0
9049,H09049,L,301.4,308.6,2151,31.3,57,0,0,0,0,0,0
9050,L09050,L,298.3,308.0,1529,38.8,210,0,0,0,0,0,0
9051,H09051,M,300.6,308.7,1406,50.5,51,0,0,0,0,0,0
9052,L09052,L,298.4,308.7,1546,45.5,121,0,0,0,0,0,0
9053,M09053,H,301.1,310.7,1938,52.6,208,0,0,0,0,0,0
9054,L09054,L,300.8,310.0,1406,33.0,55,0,0,0,0,0,0
9055,M09055,H,300.6,310.1,2122,24.1,81,0,0,0,0,0,0
9056,M09056,L,300.3,310.7,1308,46.0,2,0,0,0,0,0,0
9057,L09057,H,304.0,311.4,1978,44.5,140,0,0,0,0,0,0
9058,L09058,L,300.5,309.8,2132,38.4,95,0,0,0,0,0,0
9059,M09059,L,301.1,310.7,1352,34.9,62,0,0,0,0,0,0
9060,H09060,H,300.7,310.4,2586,35.9,132,0,0,0,0,0,0
9061,L09061,L,298.0,308.4,1837,32.4,152,0,0,0,0,0,0
9062,M09062,L,298.5,308.5,1231,43.4,85,0,0,0,0,0,0
9063,M09063,M,297.8,309.7,2619,46.4,114,0,0,0,0,0,0
9064,H09064,L,298.4,310.2,2198,53.0,114,0,0,0,0,0,0
9065,L09065,L,299.0,310.5,2079,40.1,71,0,0,0,0,0,0
9066,M09066,L,299.6,309.8,1167,43.3,51,0,0,0,0,0,0
9067,H09067,M,299.6,308.3,2670,23.4,207,0,0,0,0,0,0
9068,M09068,L,301.2,309.6,2110,41.1,95,0,0,0,0,0,0
9069,L09069,H,302.7,308.2,2036,46.1,4,0,0,0,0,0,0
9070,H09070,M,302.3,309.8,2289,31.9,99,0,0,0,0,0,0
9071,M09071,M,300.6,310.6,2322,54.1,58,0,0,0,0,0,0
9072,H09072,L,298.3,310.4,2499,32.0,24,0,0,0,0,0,0
9073,L09073,M,302.1,309.5,1170,42.6,79,0,0,0,0,0,0
9074,H09074,L,298.9,310.4,2146,41.8,87,0,0,0,0,0,0
9075,L09075,M,300.9,308.9,2779,31.3,13,0,0,0,0,0,0
9076,M09076,L,300.6,309.4,2321,38.4,204,0,0,0,0,1,0
9077,L09077,M,297.9,308.3,1787,40.6,214,0,0,0,0,0,0
9078,M09078,L,298.9,309.5,2086,41.0,51,0,0,1,0,0,0
9079,M09079,L,301.0,309.2,1885,24.6,24,0,0,0,0,0,0
9080,L09080,L,299.7,309.6,1782,43.5,218,0,0,0,0,0,0
9081,M09081,L,305.8,309.7,1789,50.0,71,0,0,0,0,0,0
9082,H09082,L,299.1,310.2,1595,48.8,55,0,0,0,0,0,0
9083,M09083,L,298.0,308.0,1436,47.6,249,0,0,0,0,0,0
9084,L09084,L,300.1,309.1,2017,30.2,209,0,0,0,0,0,0
9085,H09085,M,299.4,311.0,1814,46.8,36,0,0,0,0,0,0
9086,H09086,L,296.6,311.0,2498,24.9,197,0,0,0,0,0,0
9087,M09087,L,301.7,310.1,1349,38.2,133,1,0,0,0,0,0
9088,M09088,M,302.0,310.1,1934,28.7,152,0,0,0,0,0,0
9089,L09089,H,301.7,308.9,1297,49.8,147,0,0,0,0,0,0
9090,H09090,L,300.6,309.6,1516,41.0,22,0,0,0,0,0,0
9091,L09091,L,299.7,310.8,1370,20.4,56,0,0,0,0,0,0
9092,M09092,L,300.3,308.8,1377,36.6,180,0,0,0,0,0,0
9093,H09093,M,299.8,310.1,1455,25.6,186,0,0,0,0,0,0
9094,L09094,M,298.7,310.6,1328,34.4,117,1,0,0,0,0,0
9095,L09095,M,303.1,310.0,2649,36.5,80,0,0,0,0,0,0
9096,L09096,L,302.5,309.9,2117,46.5,223,0,0,0,0,0,0
9097,L09097,M,301.3,309.8,1566,49.0,60,0,0,0,0,0,0
9098,L09098,L,299.1,310.5,1759,25.8,54,0,0,0,0,0,0
9099,H09099,L,301.2,310.2,1777,37.0,79,0,0,0,0,0,0
9100,L09100,L,299.5,310.5,1272,36.0,228,0,0,0,0,0,0
9101,H09101,L,299.4,309.6,1434,27.2,19,0,0,0,0,0,0
9102,L09102,M,300.0,309.7,1856,37.2,2,0,0,0,0,0,0
9103,M09103,M,300.9,310.5,1152,48.7,64,1,0,0,0,0,0
9104,M09104,H,299.2,309.1,1909,29.5,36,0,0,0,0,0,0
9105,L09105,L,299.7,308.9,1411,48.6,162,0,0,0,0,0,0
9106,M09106,H,302.6,312.3,2853,26.3,247,0,0,0,0,0,0
9107,H09107,M,296.7,310.4,2644,55.8,123,0,0,0,0,0,0
9108,L09108,L,302.0,309.8,1481,39.7,15,0,0,0,0,0,0
9109,H09109,M,299.7,309.3,2114,32.4,111,0,0,0,0,0,0
9110,L09110,M,299.1,309.1,1410,46.3,3,0,0,1,0,0,0
9111,M09111,L,299.4,310.0,2176,64.8,2,0,0,0,0,0,0
9112,H09112,M,300.0,309.9,1921,53.5,107,0,0,0,0,0,0
9113,M09113,M,301.9,310.4,1596,39.4,16,0,0,0,0,0,0
9114,M09114,M,300.4,308.7,2389,52.9,171,0,0,0,0,0,0
9115,L09115,M,299.0,308.7,1922,62.8,190,0,0,0,0,0,0
9116,H09116,L,301.4,310.3,1628,36.2,233,0,0,0,0,0,0
9117,M09117,M,299.8,310.4,1718,41.6,97,0,0,0,0,0,0
9118,L09118,M,301.1,310.9,2016,31.8,169,0,0,0,0,0,0
9119,L09119,L,300.5,311.7,2855,36.1,97,0,0,0,0,0,0
9120,L09120,L,297.9,309.7,1744,37.2,144,0,0,0,0,0,0
9121,M09121,M,301.1,310.7,1589,35.6,23,0,0,0,0,0,0
9122,L09122,L,296.7,309.0,1349,51.8,164,0,0,0,0,0,0
9123,H09123,M,299.8,307.4,1817,21.2,1,0,0,0,0,0,0
9124,H09124,H,298.0,309.0,2083,40.3,119,0,0,0,0,0,0
9125,M09125,L,296.1,309.5,1428,39.4,13,0,0,0,0,0,0
9126,H09126,L,300.5,312.2,2308,35.3,137,0,0,0,0,0,0
9127,L09127,L,301.7,308.3,1443,48.2,14,0,0,0,0,0,0
9128,M09128,L,299.9,310.7,1354,48.0,36,0,0,0,0,0,0
9129,L09129,H,302.6,309.4,2026,40.5,57,0,0,0,0,0,0
9130,M09130,L,300.0,310.5,1234,43.1,173,0,0,0,0,0,0
9131,M09131,L,300.4,310.0,1442,39.5,180,0,0,0,0,0,0
9132,L09132,M,298.3,309.1,1539,46.2,81,0,0,0,0,0,1
9133,H09133,M,301.2,311.0,2311,55.7,55,0,0,0,0,0,0
9134,H09134,L,301.1,310.4,1560,50.7,236,0,0,0,0,0,0
9135,M09135,M,299.2,310.0,1658,62.4,12,0,0,0,0,0,0
9136,L09136,L,297.4,310.3,2391,48.4,162,0,0,0,0,0,0
9137,L09137,M,297.0,309.6,1767,21.6,163,0,0,0,0,0,0
9138,M09138,L,302.0,308.1,2230,46.4,228,0,0,0,0,0,0
9139,H09139,L,297.7,310.1,1241,32.6,73,0,0,0,0,0,0
9140,L09140,M,303.0,312.2,1933,53.1,248,0,0,0,0,0,0
9141,H09141,L,298.4,310.8,2543,37.3,92,0,0,0,0,0,0
9142,H09142,L,299.4,310.3,1720,26.7,161,0,0,0,0,0,0
9143,M09143,H,305.7,310.4,2585,43.4,23,0,0,0,0,0,0
9144,M09144,M,299.1,310.0,1920,37.2,180,0,0,0,0,0,0
9145,H09145,L,298.1,307.8,1342,44.2,26,0,0,0,0,0,1
9146,L09146,M,299.3,308.9,2290,43.5,200,0,0,0,0,0,0
9147,L09147,M,297.0,309.9,1856,43.6,200,0,0,0,0,0,0
9148,M09148,M,299.4,310.9,1819,43.7,73,0,0,0,0,0,0
9149,H09149,L,300.1,311.8,2448,48.7,139,0,0,0,0,0,0
9150,L09150,M,302.0,308.9,2526,41.8,142,0,0,0,0,0,0
9151,L09151,M,301.0,310.7,2053,38.8,2,0,0,0,0,0,0
9152,M09152,M,300.3,307.8,2619,37.5,27,0,0,0,0,0,0
9153,H09153,L,304.3,309.7,2209,36.4,8,0,0,0,0,0,0
9154,L09154,M,301.2,310.0,1773,37.3,166,0,0,1,0,1,0
9155,M09155,L,302.9,311.7,1890,48.6,29,0,0,0,0,0,0
9156,L09156,M,301.8,309.2,1346,53.3,56,0,0,0,0,0,0
9157,L09157,H,302.8,309.7,1439,48.0,22,0,0,0,0,0,0
9158,L09158,L,302.3,311.0,2659,43.1,157,0,0,0,0,0,0
9159,M09159,L,301.7,309.3,1915,40.9,63,0,0,0,0,0,0
9160,H09160,L,301.2,309.5,2584,42.4,143,0,0,0,0,0,0
9161,M09161,M,303.0,308.6,2596,42.5,119,0,0,0,0,0,0
9162,H09162,L,298.8,310.6,2412,34.1,163,0,0,0,0,0,0
9163,L09163,M,298.5,308.6,2471,32.8,29,0,0,0,0,0,0
9164,H09164,M,296.8,311.1,2215,40.9,45,0,0,0,0,0,0
9165,L09165,M,301.0,308.8,2160,31.5,100,0,0,0,0,0,0
9166,L09166,M,302.3,309.2,1237,32.1,79,0,0,0,0,0,0
9167,M09167,L,297.9,308.8,1325,33.3,91,0,0,0,0,0,0
9168,L09168,H,298.6,309.7,2076,51.9,117,0,0,0,0,0,0
9169,M09169,L,302.9,311.1,1427,55.0,147,0,0,0,0,0,0
9170,H09170,L,301.4,309.3,2516,40.0,205,0,0,0,0,0,0
9171,H09171,L,301.3,309.0,2470,40.6,108,0,0,0,0,0,0
9172,L09172,M,300.8,310.0,2453,47.2,55,0,0,0,0,0,0
9173,M09173,M,299.6,309.9,1573,31.1,220,0,0,0,0,0,0
9174,L09174,L,296.9,310.7,2589,41.2,237,0,0,0,0,0,0
9175,M09175,M,301.2,308.7,1182,59.8,36,0,0,0,0,0,0
9176,M09176,M,304.3,310.2,2201,39.4,210,0,0,0,0,0,0
9177,M09177,L,300.6,311.2,1358,39.0,208,0,0,0,0,1,0
9178,H09178,M,297.7,309.0,1751,39.2,189,0,0,0,0,0,0
9179,M09179,L,299.6,310.2,2767,37.7,192,0,0,0,0,0,0
9180,H09180,L,301.9,309.0,1397,44.3,156,0,0,0,0,0,0
9181,M09181,M,302.1,311.1,2551,43.1,125,0,0,0,0,0,0
9182,H09182,L,303.1,311.7,1996,19.6,125,0,0,0,0,0,0
9183,H09183,L,302.1,308.8,2531,45.8,127,0,0,0,0,0,0
9184,H09184,M,296.0,310.3,1939,30.4,92,0,0,0,0,0,0
9185,L09185,M,300.5,310.4,1167,46.7,215,0,0,0,0,0,0
9186,M09186,M,297.1,310.1,1362,40.4,82,0,0,0,0,0,0
9187,L09187,L,301.3,309.8,1663,41.4,42,0,0,0,1,0,0
9188,M09188,L,301.5,309.4,2267,42.2,201,0,0,0,0,0,0
9189,M09189,M,298.4,308.4,2006,34.6,35,0,0,0,0,0,0
9190,L09190,L,299.4,309.8,2071,34.1,118,0,0,0,0,0,0
9191,H09191,L,298.7,310.9,1956,47.5,144,0,0,0,0,0,0
9192,M09192,L,301.6,311.1,2190,34.8,181,0,0,0,0,0,0
9193,H09193,M,299.8,310.2,2412,29.4,144,0,0,0,0,0,0
9194,L09194,L,298.7,309.0,1677,44.8,159,0,0,0,0,0,0
9195,H09195,L,301.6,308.7,2840,44.3,143,0,0,0,0,0,0
9196,M09196,L,301.2,309.4,1326,39.6,50,0,0,0,0,0,0
9197,M09197,L,301.6,308.1,2304,42.2,115,0,0,0,0,0,0
9198,M09198,L,296.9,307.5,1447,41.2,186,0,0,0,0,0,0
9199,L09199,L,298.8,308.7,2236,46.1,237,0,0,0,0,0,0
9200,M09200,L,301.4,310.3,2147,48.4,22,0,0,0,0,0,0
9201,L09201,L,296.7,308.4,1946,45.2,143,0,0,0,0,0,0
9202,H09202,L,296.7,310.3,2303,49.0,31,0,0,0,0,0,0
9203,M09203,L,298.5,309.2,1512,56.2,65,0,0,0,0,0,0
9204,M09204,L,301.5,311.2,1765,44.6,103,0,0,0,1,0,0
9205,M09205,L,300.0,309.4,2443,39.4,69,0,0,0,0,0,0
9206,H09206,L,301.0,309.5,1417,24.3,201,0,0,0,0,0,0
9207,M09207,L,298.0,309.2,1649,27.0,225,0,0,0,0,0,0
9208,L09208,H,298.0,309.3,2713,43.7,189,0,0,0,0,0,0
9209,H09209,L,302.8,310.1,2660,37.4,157,0,0,0,0,0,0
9210,H09210,H,300.8,310.3,2063,35.1,114,0,0,0,0,0,0
9211,H09211,L,297.9,310.0,1366,45.7,163,0,0,0,0,0,0
9212,H09212,L,296.0,308.7,2530,47.1,5,0,0,0,0,0,0
9213,H09213,M,297.2,310.4,1795,43.4,44,0,0,0,0,0,0
9214,L09214,L,297.9,308.8,2154,36.1,32,0,0,0,0,0,0
9215,H09215,L,297.5,308.9,2459,59.7,4,0,0,0,0,1,0
9216,M09216,H,299.9,309.4,2652,39.2,55,0,0,1,0,0,0
9217,H09217,L,301.3,310.8,1695,49.2,27,0,0,0,0,0,0
9218,H09218,L,299.8,308.9,1872,37.8,134,0,0,0,0,0,0
9219,H09219,L,299.1,310.4,2585,29.5,237,0,0,0,0,0,0
9220,H09220,H,300.7,307.4,2117,40.8,58,0,0,0,0,0,0
9221,H09221,M,299.3,310.5,2504,64.9,146,0,0,0,0,0,0
9222,L09222,L,296.6,311.0,1842,49.8,61,0,0,0,0,0,0
9223,L09223,L,300.4,310.6,1933,39.0,42,0,0,0,0,0,0
9224,H09224,M,300.8,309.9,2071,45.7,49,0,0,0,0,0,0
9225,L09225,L,302.4,309.3,2622,36.8,241,0,0,0,0,0,0
9226,M09226,L,301.8,309.1,2170,46.9,217,0,0,0,0,0,0
9227,H09227,M,298.9,309.2,1176,59.4,180,0,0,0,0,0,0
9228,M09228,L,299.6,309.4,2285,34.7,119,0,0,0,0,0,0
9229,M09229,M,300.1,310.9,2665,42.7,101,0,0,0,0,0,0
9230,H09230,M,300.4,309.9,2310,43.8,37,0,0,0,0,0,0
9231,M09231,M,303.0,310.8,2711,36.2,230,0,0,0,0,0,0
9232,M09232,L,299.9,313.0,1411,35.7,144,0,0,0,0,0,0
9233,M09233,L,299.0,311.7,1796,41.8,210,0,0,0,0,0,0
9234,H09234,L,302.5,310.0,1838,33.7,26,0,0,0,0,0,0
9235,H09235,L,302.4,309.4,1671,50.3,164,0,0,0,0,0,0
9236,M09236,L,301.8,310.8,2472,38.4,126,0,0,0,0,0,0
9237,H09237,L,296.8,310.8,2283,38.8,6,0,0,0,0,0,0
9238,H09238,L,300.2,310.5,2606,30.7,37,0,0,0,0,0,0
9239,M09239,L,299.5,311.5,2652,31.8,208,0,0,0,0,0,0
9240,H09240,L,300.9,309.1,1773,35.2,120,0,0,0,0,0,0
9241,L09241,L,298.3,310.3,2786,35.2,156,0,0,0,0,0,0
9242,H09242,L,301.6,310.0,1416,29.8,50,0,0,0,0,0,0
9243,L09243,L,300.7,310.7,1927,48.5,107,0,0,0,0,0,0
9244,M09244,M,301.8,309.5,1817,54.4,102,0,0,0,0,0,0
9245,H09245,M,298.5,310.4,2386,38.5,235,0,0,0,0,0,0
9246,M09246,L,300.5,308.2,2482,31.0,208,0,0,0,0,0,0
9247,M09247,L,301.6,310.0,1203,31.7,142,0,0,0,0,0,0
9248,M09248,L,294.9,311.7,2838,42.2,143,0,0,0,0,0,0
9249,M09249,L,301.3,309.5,1923,41.1,96,0,0,0,0,0,0
9250,M09250,L,299.3,309.9,1544,24.5,10,0,0,0,0,0,0
9251,H09251,H,300.0,311.1,1661,19.0,160,0,0,0,0,0,0
9252,L09252,L,302.5,310.5,1950,41.0,95,0,1,0,0,0,0
9253,H09253,M,302.2,308.3,1474,47.3,236,0,0,0,0,0,0
9254,H09254,L,298.8,309.9,1245,52.0,91,1,0,0,0,0,0
9255,H09255,L,296.6,310.4,1323,33.9,126,0,0,0,0,0,0
9256,H09256,L,299.8,311.4,1493,51.4,147,0,0,1,0,0,0
9257,L09257,M,302.1,311.2,1354,37.6,240,0,0,0,0,0,0
9258,H09258,L,302.6,309.9,1204,28.4,28,0,0,0,1,0,0
9259,M09259,L,295.8,310.6,1859,58.2,15,0,0,0,0,0,0
9260,H09260,H,301.2,309.9,1375,23.9,93,0,0,0,0,0,0
9261,H09261,L,300.9,309.5,2480,38.3,144,0,0,0,0,0,0
9262,L09262,L,301.5,311.1,2454,33.6,184,0,0,0,0,0,0
9263,L09263,L,300.0,311.0,2790,43.9,205,0,0,0,0,0,0
9264,M09264,L,296.5,310.3,1451,49.6,215,0,0,0,0,0,0
9265,H09265,L,299.1,309.3,2378,21.9,36,0,0,0,0,0,0
9266,H09266,L,298.2,310.0,1369,33.8,76,0,0,0,0,0,0
9267,H09267,L,297.9,310.0,2153,49.6,17,0,0,0,0,0,0
9268,M09268,L,301.6,310.9,1577,31.5,70,0,0,0,0,0,0
9269,L09269,M,299.7,309.7,1290,24.6,123,0,0,0,0,0,0
9270,M09270,M,300.8,310.0,1604,35.7,176,0,0,0,0,0,0
9271,H09271,L,302.1,310.2,1294,34.0,138,0,0,0,0,0,0
9272,L09272,L,296.5,309.7,2118,47.9,184,0,0,0,0,0,0
9273,L09273,L,303.2,310.3,1675,40.8,208,0,0,0,0,0,0
9274,M09274,L,303.6,310.1,1307,32.8,18,0,0,0,0,0,0
9275,L09275,L,296.4,309.2,1254,49.7,69,0,0,0,0,0,0
